"gene_id","control_mean"
"ENSG00000248443","ENSG00000248443",0.0333333333333333
"ENSG00000248444","ENSG00000248444",2.3
"ENSG00000248445","ENSG00000248445",158.933333333333
"ENSG00000248447","ENSG00000248447",0.133333333333333
"ENSG00000248448","ENSG00000248448",0.0333333333333333
"ENSG00000248449","ENSG00000248449",135.9
"ENSG00000248452","ENSG00000248452",0.0666666666666667
"ENSG00000248455","ENSG00000248455",181.8
"ENSG00000248456","ENSG00000248456",0.1
"ENSG00000248457","ENSG00000248457",0.0666666666666667
"ENSG00000248458","ENSG00000248458",85.8
"ENSG00000248459","ENSG00000248459",0.266666666666667
"ENSG00000248461","ENSG00000248461",1.4
"ENSG00000248462","ENSG00000248462",0.266666666666667
"ENSG00000248464","ENSG00000248464",0.7
"ENSG00000248466","ENSG00000248466",16.3666666666667
"ENSG00000248468","ENSG00000248468",2.33333333333333
"ENSG00000248469","ENSG00000248469",54.8
"ENSG00000248471","ENSG00000248471",0.0333333333333333
"ENSG00000248472","ENSG00000248472",5.53333333333333
"ENSG00000248473","ENSG00000248473",10.5333333333333
"ENSG00000248474","ENSG00000248474",0.2
"ENSG00000248475","ENSG00000248475",4.9
"ENSG00000248476","ENSG00000248476",10.1666666666667
"ENSG00000248477","ENSG00000248477",66.2
"ENSG00000248479","ENSG00000248479",1.66666666666667
"ENSG00000248480","ENSG00000248480",0.0333333333333333
"ENSG00000248482","ENSG00000248482",0.0333333333333333
"ENSG00000248483","ENSG00000248483",322.633333333333
"ENSG00000248484","ENSG00000248484",0.1
"ENSG00000248485","ENSG00000248485",224.8
"ENSG00000248487","ENSG00000248487",265.6
"ENSG00000248488","ENSG00000248488",0
"ENSG00000248489","ENSG00000248489",44.8333333333333
"ENSG00000248490","ENSG00000248490",0
"ENSG00000248491","ENSG00000248491",0.766666666666667
"ENSG00000248492","ENSG00000248492",1.53333333333333
"ENSG00000248493","ENSG00000248493",1.36666666666667
"ENSG00000248494","ENSG00000248494",0.333333333333333
"ENSG00000248498","ENSG00000248498",0.2
"ENSG00000248503","ENSG00000248503",23.8
"ENSG00000248505","ENSG00000248505",0.3
"ENSG00000248506","ENSG00000248506",0.0666666666666667
"ENSG00000248507","ENSG00000248507",0.0666666666666667
"ENSG00000248508","ENSG00000248508",206.733333333333
"ENSG00000248510","ENSG00000248510",0.0666666666666667
"ENSG00000248511","ENSG00000248511",0
"ENSG00000248514","ENSG00000248514",1.4
"ENSG00000248515","ENSG00000248515",0.166666666666667
"ENSG00000248516","ENSG00000248516",1.4
"ENSG00000248517","ENSG00000248517",0
"ENSG00000248518","ENSG00000248518",2.33333333333333
"ENSG00000248521","ENSG00000248521",4.36666666666667
"ENSG00000248522","ENSG00000248522",102.6
"ENSG00000248525","ENSG00000248525",0.133333333333333
"ENSG00000248527","ENSG00000248527",17295.5
"ENSG00000248528","ENSG00000248528",1.4
"ENSG00000248529","ENSG00000248529",84.9333333333333
"ENSG00000248530","ENSG00000248530",0.466666666666667
"ENSG00000248531","ENSG00000248531",0
"ENSG00000248532","ENSG00000248532",0.0666666666666667
"ENSG00000248533","ENSG00000248533",0.133333333333333
"ENSG00000248537","ENSG00000248537",0.1
"ENSG00000248538","ENSG00000248538",9.23333333333333
"ENSG00000248539","ENSG00000248539",0.366666666666667
"ENSG00000248540","ENSG00000248540",39.7333333333333
"ENSG00000248542","ENSG00000248542",0.0333333333333333
"ENSG00000248543","ENSG00000248543",0.466666666666667
"ENSG00000248544","ENSG00000248544",58.5
"ENSG00000248545","ENSG00000248545",0.0666666666666667
"ENSG00000248546","ENSG00000248546",28.8333333333333
"ENSG00000248547","ENSG00000248547",0.0333333333333333
"ENSG00000248548","ENSG00000248548",0.166666666666667
"ENSG00000248550","ENSG00000248550",0.5
"ENSG00000248551","ENSG00000248551",0.6
"ENSG00000248552","ENSG00000248552",0
"ENSG00000248553","ENSG00000248553",6.83333333333333
"ENSG00000248554","ENSG00000248554",2.3
"ENSG00000248555","ENSG00000248555",0.333333333333333
"ENSG00000248557","ENSG00000248557",5.53333333333333
"ENSG00000248559","ENSG00000248559",4.63333333333333
"ENSG00000248560","ENSG00000248560",0.666666666666667
"ENSG00000248564","ENSG00000248564",6.96666666666667
"ENSG00000248565","ENSG00000248565",0.0666666666666667
"ENSG00000248567","ENSG00000248567",0
"ENSG00000248568","ENSG00000248568",87.6333333333333
"ENSG00000248569","ENSG00000248569",1.5
"ENSG00000248571","ENSG00000248571",1.43333333333333
"ENSG00000248572","ENSG00000248572",0.133333333333333
"ENSG00000248573","ENSG00000248573",0.266666666666667
"ENSG00000248574","ENSG00000248574",0.2
"ENSG00000248576","ENSG00000248576",0.2
"ENSG00000248577","ENSG00000248577",0.233333333333333
"ENSG00000248578","ENSG00000248578",0.1
"ENSG00000248583","ENSG00000248583",5.76666666666667
"ENSG00000248585","ENSG00000248585",1.96666666666667
"ENSG00000248586","ENSG00000248586",0.5
"ENSG00000248587","ENSG00000248587",67.2
"ENSG00000248588","ENSG00000248588",0.933333333333333
"ENSG00000248590","ENSG00000248590",1.7
"ENSG00000248591","ENSG00000248591",0
"ENSG00000248592","ENSG00000248592",147.766666666667
"ENSG00000248593","ENSG00000248593",45.6333333333333
"ENSG00000248596","ENSG00000248596",9.1
"ENSG00000248597","ENSG00000248597",11.1333333333333
"ENSG00000248599","ENSG00000248599",3.96666666666667
"ENSG00000248600","ENSG00000248600",0.0666666666666667
"ENSG00000248601","ENSG00000248601",0
"ENSG00000248605","ENSG00000248605",0.0666666666666667
"ENSG00000248607","ENSG00000248607",1.2
"ENSG00000248608","ENSG00000248608",5.7
"ENSG00000248610","ENSG00000248610",38.1666666666667
"ENSG00000248611","ENSG00000248611",0.0333333333333333
"ENSG00000248613","ENSG00000248613",0
"ENSG00000248616","ENSG00000248616",0.166666666666667
"ENSG00000248618","ENSG00000248618",1.1
"ENSG00000248621","ENSG00000248621",0
"ENSG00000248624","ENSG00000248624",4.23333333333333
"ENSG00000248625","ENSG00000248625",0.466666666666667
"ENSG00000248626","ENSG00000248626",5.66666666666667
"ENSG00000248627","ENSG00000248627",4.56666666666667
"ENSG00000248629","ENSG00000248629",0.2
"ENSG00000248633","ENSG00000248633",0.133333333333333
"ENSG00000248634","ENSG00000248634",0.133333333333333
"ENSG00000248635","ENSG00000248635",0.0333333333333333
"ENSG00000248636","ENSG00000248636",6.43333333333333
"ENSG00000248637","ENSG00000248637",2.5
"ENSG00000248639","ENSG00000248639",0.1
"ENSG00000248640","ENSG00000248640",0
"ENSG00000248641","ENSG00000248641",10.6666666666667
"ENSG00000248642","ENSG00000248642",0.0333333333333333
"ENSG00000248643","ENSG00000248643",209.8
"ENSG00000248645","ENSG00000248645",0.133333333333333
"ENSG00000248646","ENSG00000248646",0.133333333333333
"ENSG00000248647","ENSG00000248647",1.36666666666667
"ENSG00000248648","ENSG00000248648",0.666666666666667
"ENSG00000248651","ENSG00000248651",0
"ENSG00000248652","ENSG00000248652",0
"ENSG00000248654","ENSG00000248654",0.6
"ENSG00000248656","ENSG00000248656",0.0333333333333333
"ENSG00000248659","ENSG00000248659",1.1
"ENSG00000248660","ENSG00000248660",0
"ENSG00000248663","ENSG00000248663",0.2
"ENSG00000248664","ENSG00000248664",1.03333333333333
"ENSG00000248667","ENSG00000248667",0
"ENSG00000248668","ENSG00000248668",36.8666666666667
"ENSG00000248669","ENSG00000248669",0
"ENSG00000248671","ENSG00000248671",285.8
"ENSG00000248672","ENSG00000248672",9.66666666666667
"ENSG00000248673","ENSG00000248673",9.2
"ENSG00000248674","ENSG00000248674",0.0333333333333333
"ENSG00000248676","ENSG00000248676",0
"ENSG00000248677","ENSG00000248677",15.8
"ENSG00000248682","ENSG00000248682",8.73333333333333
"ENSG00000248684","ENSG00000248684",0.666666666666667
"ENSG00000248685","ENSG00000248685",0.666666666666667
"ENSG00000248687","ENSG00000248687",0
"ENSG00000248690","ENSG00000248690",6.5
"ENSG00000248692","ENSG00000248692",0.0666666666666667
"ENSG00000248693","ENSG00000248693",0.166666666666667
"ENSG00000248694","ENSG00000248694",0.666666666666667
"ENSG00000248696","ENSG00000248696",7.2
"ENSG00000248697","ENSG00000248697",1.26666666666667
"ENSG00000248698","ENSG00000248698",8.2
"ENSG00000248699","ENSG00000248699",0.866666666666667
"ENSG00000248701","ENSG00000248701",0.0333333333333333
"ENSG00000248702","ENSG00000248702",0.0333333333333333
"ENSG00000248703","ENSG00000248703",1.33333333333333
"ENSG00000248704","ENSG00000248704",1.3
"ENSG00000248705","ENSG00000248705",0
"ENSG00000248708","ENSG00000248708",2.53333333333333
"ENSG00000248709","ENSG00000248709",0.0333333333333333
"ENSG00000248710","ENSG00000248710",28.1666666666667
"ENSG00000248711","ENSG00000248711",2.93333333333333
"ENSG00000248712","ENSG00000248712",7.6
"ENSG00000248713","ENSG00000248713",29.8333333333333
"ENSG00000248714","ENSG00000248714",152.4
"ENSG00000248715","ENSG00000248715",0
"ENSG00000248716","ENSG00000248716",0
"ENSG00000248717","ENSG00000248717",0.0333333333333333
"ENSG00000248719","ENSG00000248719",30.2666666666667
"ENSG00000248720","ENSG00000248720",0
"ENSG00000248722","ENSG00000248722",0.0333333333333333
"ENSG00000248724","ENSG00000248724",11.8666666666667
"ENSG00000248725","ENSG00000248725",14.4333333333333
"ENSG00000248727","ENSG00000248727",26.1333333333333
"ENSG00000248729","ENSG00000248729",6.73333333333333
"ENSG00000248730","ENSG00000248730",0.133333333333333
"ENSG00000248733","ENSG00000248733",0.2
"ENSG00000248734","ENSG00000248734",23.8333333333333
"ENSG00000248735","ENSG00000248735",68.6
"ENSG00000248736","ENSG00000248736",0.933333333333333
"ENSG00000248738","ENSG00000248738",41.0333333333333
"ENSG00000248739","ENSG00000248739",0
"ENSG00000248740","ENSG00000248740",0.366666666666667
"ENSG00000248744","ENSG00000248744",0
"ENSG00000248745","ENSG00000248745",0.333333333333333
"ENSG00000248746","ENSG00000248746",2.9
"ENSG00000248747","ENSG00000248747",0.0333333333333333
"ENSG00000248748","ENSG00000248748",0.566666666666667
"ENSG00000248749","ENSG00000248749",0.0333333333333333
"ENSG00000248750","ENSG00000248750",4.63333333333333
"ENSG00000248751","ENSG00000248751",8.33333333333333
"ENSG00000248752","ENSG00000248752",4.8
"ENSG00000248753","ENSG00000248753",0
"ENSG00000248755","ENSG00000248755",0.0333333333333333
"ENSG00000248757","ENSG00000248757",0.0666666666666667
"ENSG00000248758","ENSG00000248758",0.1
"ENSG00000248761","ENSG00000248761",0
"ENSG00000248762","ENSG00000248762",0.266666666666667
"ENSG00000248763","ENSG00000248763",0
"ENSG00000248764","ENSG00000248764",0.5
"ENSG00000248765","ENSG00000248765",4.46666666666667
"ENSG00000248766","ENSG00000248766",0.633333333333333
"ENSG00000248767","ENSG00000248767",0.3
"ENSG00000248769","ENSG00000248769",70.2333333333333
"ENSG00000248770","ENSG00000248770",0.333333333333333
"ENSG00000248771","ENSG00000248771",0.133333333333333
"ENSG00000248772","ENSG00000248772",0.0333333333333333
"ENSG00000248773","ENSG00000248773",1.8
"ENSG00000248774","ENSG00000248774",12.1333333333333
"ENSG00000248775","ENSG00000248775",0
"ENSG00000248777","ENSG00000248777",0.133333333333333
"ENSG00000248778","ENSG00000248778",0.533333333333333
"ENSG00000248779","ENSG00000248779",4.4
"ENSG00000248780","ENSG00000248780",0.666666666666667
"ENSG00000248781","ENSG00000248781",0.266666666666667
"ENSG00000248783","ENSG00000248783",0
"ENSG00000248785","ENSG00000248785",0.633333333333333
"ENSG00000248787","ENSG00000248787",10.7
"ENSG00000248789","ENSG00000248789",0
"ENSG00000248790","ENSG00000248790",1.86666666666667
"ENSG00000248791","ENSG00000248791",10.5
"ENSG00000248792","ENSG00000248792",0
"ENSG00000248794","ENSG00000248794",3.03333333333333
"ENSG00000248795","ENSG00000248795",9.83333333333333
"ENSG00000248796","ENSG00000248796",0
"ENSG00000248799","ENSG00000248799",0.1
"ENSG00000248801","ENSG00000248801",27.5
"ENSG00000248802","ENSG00000248802",0.2
"ENSG00000248803","ENSG00000248803",0.7
"ENSG00000248807","ENSG00000248807",0.0333333333333333
"ENSG00000248809","ENSG00000248809",0.0666666666666667
"ENSG00000248810","ENSG00000248810",21.1
"ENSG00000248813","ENSG00000248813",7.3
"ENSG00000248816","ENSG00000248816",1.26666666666667
"ENSG00000248817","ENSG00000248817",0.0333333333333333
"ENSG00000248820","ENSG00000248820",0.266666666666667
"ENSG00000248821","ENSG00000248821",0
"ENSG00000248822","ENSG00000248822",0.0666666666666667
"ENSG00000248824","ENSG00000248824",0
"ENSG00000248826","ENSG00000248826",0.266666666666667
"ENSG00000248827","ENSG00000248827",0.133333333333333
"ENSG00000248830","ENSG00000248830",4.03333333333333
"ENSG00000248831","ENSG00000248831",1.9
"ENSG00000248834","ENSG00000248834",0.2
"ENSG00000248837","ENSG00000248837",31.6333333333333
"ENSG00000248838","ENSG00000248838",0
"ENSG00000248839","ENSG00000248839",0.4
"ENSG00000248840","ENSG00000248840",3.1
"ENSG00000248842","ENSG00000248842",0
"ENSG00000248843","ENSG00000248843",2.9
"ENSG00000248844","ENSG00000248844",2.13333333333333
"ENSG00000248846","ENSG00000248846",3.8
"ENSG00000248847","ENSG00000248847",0.466666666666667
"ENSG00000248848","ENSG00000248848",1.3
"ENSG00000248850","ENSG00000248850",0.0666666666666667
"ENSG00000248851","ENSG00000248851",8.86666666666667
"ENSG00000248853","ENSG00000248853",0
"ENSG00000248854","ENSG00000248854",0.566666666666667
"ENSG00000248858","ENSG00000248858",59.9666666666667
"ENSG00000248859","ENSG00000248859",10.3
"ENSG00000248863","ENSG00000248863",30.8
"ENSG00000248866","ENSG00000248866",22.0333333333333
"ENSG00000248867","ENSG00000248867",0
"ENSG00000248869","ENSG00000248869",3.96666666666667
"ENSG00000248870","ENSG00000248870",1.23333333333333
"ENSG00000248871","ENSG00000248871",53.1333333333333
"ENSG00000248872","ENSG00000248872",0.0666666666666667
"ENSG00000248873","ENSG00000248873",9.2
"ENSG00000248874","ENSG00000248874",2.1
"ENSG00000248876","ENSG00000248876",0.333333333333333
"ENSG00000248877","ENSG00000248877",0
"ENSG00000248878","ENSG00000248878",3.4
"ENSG00000248880","ENSG00000248880",0.0666666666666667
"ENSG00000248881","ENSG00000248881",2.5
"ENSG00000248883","ENSG00000248883",0
"ENSG00000248884","ENSG00000248884",0.466666666666667
"ENSG00000248885","ENSG00000248885",24.2
"ENSG00000248886","ENSG00000248886",0
"ENSG00000248890","ENSG00000248890",62.1
"ENSG00000248891","ENSG00000248891",0
"ENSG00000248893","ENSG00000248893",0.2
"ENSG00000248895","ENSG00000248895",0.0666666666666667
"ENSG00000248896","ENSG00000248896",48.5666666666667
"ENSG00000248898","ENSG00000248898",5.2
"ENSG00000248901","ENSG00000248901",0.4
"ENSG00000248903","ENSG00000248903",0.0333333333333333
"ENSG00000248905","ENSG00000248905",2140.76666666667
"ENSG00000248907","ENSG00000248907",0.1
"ENSG00000248908","ENSG00000248908",0
"ENSG00000248909","ENSG00000248909",7.6
"ENSG00000248911","ENSG00000248911",0.0333333333333333
"ENSG00000248912","ENSG00000248912",0
"ENSG00000248913","ENSG00000248913",0
"ENSG00000248915","ENSG00000248915",0.0333333333333333
"ENSG00000248916","ENSG00000248916",0.333333333333333
"ENSG00000248918","ENSG00000248918",0
"ENSG00000248919","ENSG00000248919",66.9
"ENSG00000248920","ENSG00000248920",0
"ENSG00000248921","ENSG00000248921",0
"ENSG00000248923","ENSG00000248923",26.7333333333333
"ENSG00000248924","ENSG00000248924",0.4
"ENSG00000248925","ENSG00000248925",3
"ENSG00000248926","ENSG00000248926",1.63333333333333
"ENSG00000248927","ENSG00000248927",6.23333333333333
"ENSG00000248928","ENSG00000248928",0
"ENSG00000248929","ENSG00000248929",0
"ENSG00000248930","ENSG00000248930",3.5
"ENSG00000248931","ENSG00000248931",1.26666666666667
"ENSG00000248932","ENSG00000248932",560.566666666667
"ENSG00000248933","ENSG00000248933",4.73333333333333
"ENSG00000248935","ENSG00000248935",1.86666666666667
"ENSG00000248936","ENSG00000248936",5.7
"ENSG00000248939","ENSG00000248939",0
"ENSG00000248942","ENSG00000248942",2.63333333333333
"ENSG00000248943","ENSG00000248943",0.166666666666667
"ENSG00000248944","ENSG00000248944",0.0333333333333333
"ENSG00000248946","ENSG00000248946",0.8
"ENSG00000248949","ENSG00000248949",0
"ENSG00000248950","ENSG00000248950",0.866666666666667
"ENSG00000248951","ENSG00000248951",0.266666666666667
"ENSG00000248954","ENSG00000248954",13
"ENSG00000248955","ENSG00000248955",0
"ENSG00000248956","ENSG00000248956",0.433333333333333
"ENSG00000248958","ENSG00000248958",0
"ENSG00000248962","ENSG00000248962",0
"ENSG00000248964","ENSG00000248964",0.0666666666666667
"ENSG00000248965","ENSG00000248965",0.666666666666667
"ENSG00000248966","ENSG00000248966",0.4
"ENSG00000248967","ENSG00000248967",3.36666666666667
"ENSG00000248968","ENSG00000248968",1.46666666666667
"ENSG00000248969","ENSG00000248969",0.5
"ENSG00000248971","ENSG00000248971",54.5
"ENSG00000248973","ENSG00000248973",0.0666666666666667
"ENSG00000248975","ENSG00000248975",0.4
"ENSG00000248977","ENSG00000248977",0.0666666666666667
"ENSG00000248978","ENSG00000248978",3.96666666666667
"ENSG00000248979","ENSG00000248979",2.03333333333333
"ENSG00000248980","ENSG00000248980",2
"ENSG00000248984","ENSG00000248984",3.23333333333333
"ENSG00000248987","ENSG00000248987",0.0666666666666667
"ENSG00000248988","ENSG00000248988",1.1
"ENSG00000248990","ENSG00000248990",0.1
"ENSG00000248991","ENSG00000248991",0
"ENSG00000248993","ENSG00000248993",3.33333333333333
"ENSG00000248994","ENSG00000248994",327.633333333333
"ENSG00000248995","ENSG00000248995",1.63333333333333
"ENSG00000248996","ENSG00000248996",2.56666666666667
"ENSG00000248998","ENSG00000248998",0.0333333333333333
"ENSG00000249000","ENSG00000249000",0
"ENSG00000249001","ENSG00000249001",0.5
"ENSG00000249002","ENSG00000249002",1.66666666666667
"ENSG00000249003","ENSG00000249003",0
"ENSG00000249004","ENSG00000249004",2.63333333333333
"ENSG00000249005","ENSG00000249005",5.6
"ENSG00000249006","ENSG00000249006",17.7
"ENSG00000249007","ENSG00000249007",0.133333333333333
"ENSG00000249008","ENSG00000249008",0.133333333333333
"ENSG00000249012","ENSG00000249012",1.26666666666667
"ENSG00000249013","ENSG00000249013",0.1
"ENSG00000249014","ENSG00000249014",1.96666666666667
"ENSG00000249016","ENSG00000249016",0
"ENSG00000249017","ENSG00000249017",0
"ENSG00000249018","ENSG00000249018",0.0333333333333333
"ENSG00000249019","ENSG00000249019",9.36666666666667
"ENSG00000249020","ENSG00000249020",0.4
"ENSG00000249021","ENSG00000249021",4.5
"ENSG00000249022","ENSG00000249022",0.0333333333333333
"ENSG00000249023","ENSG00000249023",0.0333333333333333
"ENSG00000249025","ENSG00000249025",0
"ENSG00000249026","ENSG00000249026",2
"ENSG00000249028","ENSG00000249028",25.3666666666667
"ENSG00000249031","ENSG00000249031",0
"ENSG00000249035","ENSG00000249035",16.1
"ENSG00000249036","ENSG00000249036",0.233333333333333
"ENSG00000249038","ENSG00000249038",0
"ENSG00000249041","ENSG00000249041",0
"ENSG00000249042","ENSG00000249042",381.833333333333
"ENSG00000249045","ENSG00000249045",0
"ENSG00000249047","ENSG00000249047",0.666666666666667
"ENSG00000249048","ENSG00000249048",0
"ENSG00000249049","ENSG00000249049",0.1
"ENSG00000249050","ENSG00000249050",0.466666666666667
"ENSG00000249051","ENSG00000249051",0
"ENSG00000249052","ENSG00000249052",0
"ENSG00000249053","ENSG00000249053",0.0666666666666667
"ENSG00000249054","ENSG00000249054",0.466666666666667
"ENSG00000249055","ENSG00000249055",2.66666666666667
"ENSG00000249056","ENSG00000249056",0.0333333333333333
"ENSG00000249057","ENSG00000249057",7.13333333333333
"ENSG00000249061","ENSG00000249061",0.333333333333333
"ENSG00000249064","ENSG00000249064",0.233333333333333
"ENSG00000249065","ENSG00000249065",0.9
"ENSG00000249066","ENSG00000249066",0.2
"ENSG00000249068","ENSG00000249068",33.9666666666667
"ENSG00000249069","ENSG00000249069",1.13333333333333
"ENSG00000249071","ENSG00000249071",0.1
"ENSG00000249072","ENSG00000249072",0
"ENSG00000249073","ENSG00000249073",0.0333333333333333
"ENSG00000249074","ENSG00000249074",0.0666666666666667
"ENSG00000249077","ENSG00000249077",19.1333333333333
"ENSG00000249079","ENSG00000249079",0.2
"ENSG00000249081","ENSG00000249081",0.0333333333333333
"ENSG00000249082","ENSG00000249082",0.133333333333333
"ENSG00000249084","ENSG00000249084",0.0666666666666667
"ENSG00000249085","ENSG00000249085",4.8
"ENSG00000249086","ENSG00000249086",0
"ENSG00000249087","ENSG00000249087",140.8
"ENSG00000249089","ENSG00000249089",1.23333333333333
"ENSG00000249091","ENSG00000249091",0.366666666666667
"ENSG00000249092","ENSG00000249092",2.83333333333333
"ENSG00000249094","ENSG00000249094",1.1
"ENSG00000249096","ENSG00000249096",39.4666666666667
"ENSG00000249098","ENSG00000249098",9.83333333333333
"ENSG00000249099","ENSG00000249099",0.0333333333333333
"ENSG00000249100","ENSG00000249100",0.633333333333333
"ENSG00000249101","ENSG00000249101",0
"ENSG00000249102","ENSG00000249102",6.33333333333333
"ENSG00000249104","ENSG00000249104",0.2
"ENSG00000249105","ENSG00000249105",0
"ENSG00000249106","ENSG00000249106",14.6333333333333
"ENSG00000249109","ENSG00000249109",22.1333333333333
"ENSG00000249111","ENSG00000249111",0
"ENSG00000249112","ENSG00000249112",14.5
"ENSG00000249114","ENSG00000249114",9.53333333333333
"ENSG00000249115","ENSG00000249115",268.3
"ENSG00000249116","ENSG00000249116",0
"ENSG00000249119","ENSG00000249119",6.2
"ENSG00000249122","ENSG00000249122",0
"ENSG00000249125","ENSG00000249125",0.933333333333333
"ENSG00000249127","ENSG00000249127",0
"ENSG00000249128","ENSG00000249128",0.3
"ENSG00000249129","ENSG00000249129",28.1
"ENSG00000249131","ENSG00000249131",14.3
"ENSG00000249135","ENSG00000249135",0
"ENSG00000249138","ENSG00000249138",13.1666666666667
"ENSG00000249139","ENSG00000249139",0.766666666666667
"ENSG00000249140","ENSG00000249140",12.9666666666667
"ENSG00000249141","ENSG00000249141",5.23333333333333
"ENSG00000249142","ENSG00000249142",3.06666666666667
"ENSG00000249145","ENSG00000249145",0.1
"ENSG00000249148","ENSG00000249148",1.43333333333333
"ENSG00000249149","ENSG00000249149",0.1
"ENSG00000249150","ENSG00000249150",5.6
"ENSG00000249152","ENSG00000249152",0
"ENSG00000249153","ENSG00000249153",0
"ENSG00000249156","ENSG00000249156",0
"ENSG00000249157","ENSG00000249157",0.0333333333333333
"ENSG00000249158","ENSG00000249158",157.766666666667
"ENSG00000249159","ENSG00000249159",1.8
"ENSG00000249160","ENSG00000249160",1.03333333333333
"ENSG00000249162","ENSG00000249162",0
"ENSG00000249163","ENSG00000249163",0.3
"ENSG00000249166","ENSG00000249166",0.133333333333333
"ENSG00000249167","ENSG00000249167",42.9
"ENSG00000249169","ENSG00000249169",1.5
"ENSG00000249170","ENSG00000249170",13.8
"ENSG00000249171","ENSG00000249171",0
"ENSG00000249173","ENSG00000249173",0.366666666666667
"ENSG00000249174","ENSG00000249174",0
"ENSG00000249175","ENSG00000249175",20.7333333333333
"ENSG00000249176","ENSG00000249176",5.13333333333333
"ENSG00000249177","ENSG00000249177",1.76666666666667
"ENSG00000249180","ENSG00000249180",8.36666666666667
"ENSG00000249183","ENSG00000249183",0.0333333333333333
"ENSG00000249184","ENSG00000249184",0.4
"ENSG00000249186","ENSG00000249186",0.233333333333333
"ENSG00000249188","ENSG00000249188",48.6333333333333
"ENSG00000249189","ENSG00000249189",0
"ENSG00000249191","ENSG00000249191",0.0333333333333333
"ENSG00000249192","ENSG00000249192",0.433333333333333
"ENSG00000249193","ENSG00000249193",20.3
"ENSG00000249196","ENSG00000249196",10.2333333333333
"ENSG00000249197","ENSG00000249197",0.0666666666666667
"ENSG00000249198","ENSG00000249198",0.0666666666666667
"ENSG00000249199","ENSG00000249199",0.133333333333333
"ENSG00000249200","ENSG00000249200",0.2
"ENSG00000249201","ENSG00000249201",0.133333333333333
"ENSG00000249203","ENSG00000249203",5.76666666666667
"ENSG00000249206","ENSG00000249206",5.46666666666667
"ENSG00000249207","ENSG00000249207",62.5333333333333
"ENSG00000249209","ENSG00000249209",3.7
"ENSG00000249210","ENSG00000249210",3.16666666666667
"ENSG00000249212","ENSG00000249212",27.1333333333333
"ENSG00000249213","ENSG00000249213",0.233333333333333
"ENSG00000249215","ENSG00000249215",0.366666666666667
"ENSG00000249216","ENSG00000249216",2.93333333333333
"ENSG00000249219","ENSG00000249219",0.1
"ENSG00000249222","ENSG00000249222",5.6
"ENSG00000249225","ENSG00000249225",0
"ENSG00000249226","ENSG00000249226",0
"ENSG00000249228","ENSG00000249228",2.1
"ENSG00000249229","ENSG00000249229",1.8
"ENSG00000249230","ENSG00000249230",0.5
"ENSG00000249231","ENSG00000249231",0.266666666666667
"ENSG00000249234","ENSG00000249234",0.833333333333333
"ENSG00000249235","ENSG00000249235",0
"ENSG00000249236","ENSG00000249236",1.03333333333333
"ENSG00000249237","ENSG00000249237",3.2
"ENSG00000249238","ENSG00000249238",4.2
"ENSG00000249239","ENSG00000249239",17.1
"ENSG00000249240","ENSG00000249240",21.3
"ENSG00000249241","ENSG00000249241",0.533333333333333
"ENSG00000249242","ENSG00000249242",514.866666666667
"ENSG00000249244","ENSG00000249244",43.5333333333333
"ENSG00000249245","ENSG00000249245",8.43333333333333
"ENSG00000249247","ENSG00000249247",0.166666666666667
"ENSG00000249249","ENSG00000249249",69.8666666666667
"ENSG00000249252","ENSG00000249252",0.8
"ENSG00000249253","ENSG00000249253",0.0666666666666667
"ENSG00000249255","ENSG00000249255",12.7666666666667
"ENSG00000249256","ENSG00000249256",0
"ENSG00000249257","ENSG00000249257",0.0333333333333333
"ENSG00000249258","ENSG00000249258",31.6
"ENSG00000249259","ENSG00000249259",0.0666666666666667
"ENSG00000249261","ENSG00000249261",0.1
"ENSG00000249262","ENSG00000249262",0.0666666666666667
"ENSG00000249263","ENSG00000249263",1.7
"ENSG00000249264","ENSG00000249264",2.06666666666667
"ENSG00000249266","ENSG00000249266",5.83333333333333
"ENSG00000249267","ENSG00000249267",1.06666666666667
"ENSG00000249269","ENSG00000249269",0.1
"ENSG00000249270","ENSG00000249270",0
"ENSG00000249271","ENSG00000249271",1.9
"ENSG00000249272","ENSG00000249272",0.0333333333333333
"ENSG00000249274","ENSG00000249274",16.8
"ENSG00000249275","ENSG00000249275",0.366666666666667
"ENSG00000249276","ENSG00000249276",0.0333333333333333
"ENSG00000249277","ENSG00000249277",0.1
"ENSG00000249278","ENSG00000249278",2.66666666666667
"ENSG00000249279","ENSG00000249279",1.86666666666667
"ENSG00000249282","ENSG00000249282",0
"ENSG00000249283","ENSG00000249283",6.83333333333333
"ENSG00000249284","ENSG00000249284",0.433333333333333
"ENSG00000249285","ENSG00000249285",0.0333333333333333
"ENSG00000249286","ENSG00000249286",8.66666666666667
"ENSG00000249287","ENSG00000249287",0.0333333333333333
"ENSG00000249288","ENSG00000249288",0.666666666666667
"ENSG00000249289","ENSG00000249289",0.3
"ENSG00000249290","ENSG00000249290",1.3
"ENSG00000249293","ENSG00000249293",1.06666666666667
"ENSG00000249295","ENSG00000249295",0.0666666666666667
"ENSG00000249297","ENSG00000249297",0.0666666666666667
"ENSG00000249301","ENSG00000249301",0
"ENSG00000249302","ENSG00000249302",12.2333333333333
"ENSG00000249304","ENSG00000249304",1.5
"ENSG00000249305","ENSG00000249305",0
"ENSG00000249306","ENSG00000249306",103.466666666667
"ENSG00000249307","ENSG00000249307",229.333333333333
